	Phylum	Class	Order	Family	Genus	Species	3SppN.1.1	3SppN.1.2	3SppN.2.1	3SppN.2.2	3sppN.3.1	3sppN.3.2	3sppN.4.1	3sppN.4.2	6Spp.1.1	6Spp.1.2	6spp.2.1	6spp.2.2	6spp.3.1	6spp.3.2	6Spp.4.1	6Spp.4.2	Canola.1.1	Canola.1.2	Canola.2.1	Canola.2.2	Canola.3.1	Canola.3.2	Canola.4.1	Canola.4.2	Clover.1.1	Clover.1.2	Clover.2.1	Clover.2.2	Clover.3.1	Clover.3.2	Clover.4.1	Clover.4.2	Fallow.1.1	Fallow.1.2	Fallow.2.1	Fallow.2.2	Fallow.3.1	Fallow.3.2	Fallow.4.1	Fallow.4.2	Oat.1.1	Oat.1.2	Oat.2.1	Oat.2.2	Oat.3.1	Oat.3.2	Oat.4.1	Oat.4.2	Pea.1.1	Pea.1.2	Pea.2.1	Pea.2.2	Pea.3.1	Pea.3.2	Pea.4.1	Pea.4.2	Radish.1.1	Radish.1.2	Radish.2.1	Radish.2.2	Radish.3.1	Radish.3.2	Radish.4.1	Radish.4.2	Rye.1.1	Rye.1.2	Rye.2.1	Rye.2.2	Rye.3.1	Rye.3.2	Rye.4.1	Rye.4.2
OTU_11523	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporales	Entrophospora	sp.	0.001125881	0.000511688	0.000591119	0.00038857	0.00094283	0.000601946	0.002296887	0.00786215	0.002955213	0.000882133	0.001480578	0.001407821	0.003169796	0.000281627	0.010068128	0.003493393	0.002309668	0.000378824	0.001840128	0.000232747	0.000659727	0.000103356	0.001571314	0.00201236	0.001233542	0.002588173	0.00186085	0.0011509	0.000863137	0.002390071	0.014676584	0.009083588	0.000833401	0.006842073	0.000791287	0.00015491	0.000288924	0.000528208	0.017060333	0.001859427	0.001579633	0.003083004	0.002658891	0.003685255	0.008659062	0.000134721	0.000417987	0.001979813	0.000849578	0.003079292	0.000890033	0.00060716	0.000698709	0.000601893	0.000255347	0.011416334	0.000798203	0.001867875	0.00117052	0.000628968	0.002574003	0.000683908	0.007921948	0.000695166	0.000594149	0.000456684	0.000181859	0.001007627	0.000684204	0.000580779	0.002234309	0.000524043
OTU_1525	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	dimorphicum	0.000163434	0.001535065	0.000879469	0.000499591	0.000664267	0.001490866	0.005801113	0.001485073	0.001154911	0.000407138	0.001254137	0.000364377	0.000444175	0.000138157	0.000860325	0.000773445	0.0001511	0.000449853	0.000109531	0.000170998	0.000381176	0.000753023	0.000103037	0.000202427	0.00124695	0.000265812	0.000172301	0.00021166	0.000318985	0.000196829	0.000354186	0.000130273	0.000672097	0.000317182	0.00074474	0.00013278	0.000628835	0.001036101	0.0000778	0.001324842	0.000152015	0.000268775	0.000899142	0.0000357	0.000834608	0.0000717	0.001176962	0.000352237	0.001915413	0.000442648	0.000842353	0.000155492	0.001158386	0.000401262	0.000225306	0.001694732	0.000147815	0.000638693	0.0000578	0.000248662	0.0002535	0.000197973	0.000277963	0.00040478	0.000205972	0.000593689	0.000138213	0.001410678	0.000802171	0.000420854	0.000451376	0.000455917
OTU_154	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	morrowiae	0.004485364	0.001096475	0.015743945	0.002331423	0.002357076	0.000118989	0.040166083	0.00063334	0.00451774	0.001153559	0.00109737	0.000182189	0.000585504	0.0000531	0.008928779	0.0000645	0.000841842	0.0000947	0.002256347	0.000057	0.000088	0.0000148	0.00036063	0.0000953	0.0000939	0.000125911	0.000982115	0.0000794	0.000637971	0.0000281	0.00013282	0.0000474	0.000174745	0.0000453	0.000139639	0.0000221	0.000101973	0.000121894	0.000129638	0.000139457	0.0000595	0.0000474	0.0000771	0.0000832	0.0000174	0.0000172	0.000088	0.0000607	0.0000927	0.0000962	0.0000954	0.0000889	0.0000735	0.000073	0.000105143	0.0000616	0.000103471	0.0000362	0.000289017	0.0000439	0.0004095	0.000054	0.0000834	0.0000176	0.002645943	0.00027401	0.000316435	0.0000775	0.007714994	0.000134673	0.005100544	0.0000786
OTU_1593	Glomeromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora	margarita	0.002360718	0.000350872	0.000144175	0.000874284	0.000192852	0.000300973	0.00032392	0.000698858	0.000152856	0.000882133	0.000348371	0.000712192	0.000201898	0.000159412	0.006440812	0.000928134	0.000172685	0.001373236	0.000219063	0.000356245	0.000131945	0.000177182	0.000953092	0.000678725	0.000160897	0.002378321	0.000172301	0.009154287	0.000150111	0.000281185	0.00026564	0.001823823	0.000295723	0.000211455	0.000325824	0.000324572	0.003433097	0.000345367	0.000155565	0.00155727	0.000138796	0.002482213	0.000282587	0.000523069	0.000173877	0.000240778	0.001407955	0.000206484	0.001992647	0.00017321	0.000127148	0.000355411	0.000202258	0.000273588	0.000210286	0.009351842	0.000221723	0.000277169	0.000245665	0.000672849	0.000936001	0.000233969	0.00022237	0.001390331	0.0000871	0.001050372	0.000109116	0.000372047	0.0000944	0.00095113	0.000225688	0.001027124
OTU_173	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporales	Entrophospora	sp.	0.000108956	0.000102338	0.000403691	0.000541223	0.000342847	0.000237979	0.000736182	0.001113805	0.001154911	0.001424985	0.000209023	0.001026881	0.000262467	0.0000691	0.001069593	0.000837899	0.001122456	0.000213088	0.000810533	0.000256497	0.000293212	0.000132886	0.001339481	0.00140508	0.000120673	0.000265812	0.000379062	0.000277804	0.000600443	0.000236195	0.001615974	0.001906724	0.000497352	0.000921339	0.001000745	0.0000959	0.000101973	0.0000406	0.001451943	0.000894849	0.000489091	0.00058498	0.000706469	0.000760827	0.016048825	0.000114656	0.00029699	0.001008126	0.004016188	0.001462664	0.000127148	0.000111066	0.000202258	0.000538056	0.000195266	0.000724113	0.000916455	0.001024319	0.000578035	0.000555832	0.000624001	0.000269964	0.003196575	0.000510375	0.000427787	0.000411015	0.0000255	0.000263533	0.001132476	0.000328266	0.004919994	0.0002463
OTU_2723	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	dimorphicum	0.00029055	0.001812839	0.001138985	0.001068569	0.002528499	0.002155806	0.005771666	0.002577038	0.00234379	0.000271426	0.001759275	0.000530003	0.001574803	0.00031351	0.001906666	0.00085079	0.000280614	0.000568236	0.000219063	0.000185248	0.000322533	0.0000738	0.000386389	0.000273871	0.003901746	0.000405714	0.000499673	0.000330718	0.001275941	0.000483638	0.001350334	0.000165802	0.00297067	0.001057274	0.000488736	0.000331949	0.003110182	0.002092518	0.000388913	0.002510227	0.000277592	0.000363636	0.003211221	0.00022587	0.000991098	0.000108923	0.001616948	0.000352237	0.002317032	0.000789069	0.00456142	0.000251749	0.002132902	0.000373903	0.000510695	0.002388032	0.000147815	0.000349473	0.000202312	0.000424187	0.000312	0.000323957	0.000250167	0.00060717	0.000293113	0.000959035	0.00023278	0.001023129	0.00195824	0.000782789	0.000699632	0.000670775
OTU_38	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporales	Entrophospora	sp.	0.000236072	0.000233915	0.0000865	0.000180408	0.000471415	0.000098	0.000677287	0.001397716	0.000577455	0.000474995	0.000452883	0.000629379	0.000706642	0.0000638	0.001790406	0.000953916	0.000690742	0.000071	0.000635282	0.000194748	0.000117285	0.0000886	0.000515185	0.000297686	0.000294977	0.000671526	0.000723664	0.000145516	0.000318985	0.000326174	0.002855625	0.001883038	0.000188187	0.001585911	0.00037237	0.0000664	0.000186951	0.000101579	0.004926236	0.00056945	0.000317248	0.00058498	0.001412937	0.005872633	0.00172138	0.000108923	0.000142995	0.000449405	0.000231703	0.000789069	0.000254295	0.0000889	0.000275806	0.000100316	0.000120163	0.001633106	0.000280849	0.000349473	0.000216763	0.000277916	0.000429	0.000251966	0.00158439	0.00019359	0.000126752	0.0000913	0.0000473	0.000620078	0.00014156	0.000101005	0.000473944	0.000235819
OTU_494	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	indicum	0.000599259	0.000204675	0.001311995	0.000457958	0.000535699	0.000146987	0.000530051	0.000240232	0.000458568	0.000271426	0.000557394	0.000844693	0.001211387	0.0000531	0.000651057	0.00033516	0.000194271	0.0000237	0.000262875	0.0000997	0.0000733	0.000206712	0.000309111	0.000142889	0.00054973	0.000209852	0.000292912	0.000198431	0.000469096	0.0000675	0.000597689	0.000532935	0.000309165	0.000105727	0.000395643	0.000125403	0.00030592	0.003087987	0.00010371	0.000151078	0.000105749	0.000316206	0.000809228	0.000154543	0.000104326	0.000154786	0.000164995	0.000255068	0.000293491	0.000981524	0.000286082	0.000177705	0.000257419	0.000145914	0.000195266	0.000200287	0.0000739	0.0000362	0.000419075	0.000219407	0.000721501	0.000251966	0.000333556	0.0000616	0.000546617	0.000228342	0.00011639	0.000496063	0.000707798	0.000269347	0.000451376	0.0000786
OTU_5535	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	laccatum	0.000217912	0.0000439	0.00105248	0.0000139	0.000642839	0.000056	0.000441709	0.00030575	0.00033968	0.0000679	0.00012193	0.000215314	0.000161518	0.0000585	0.00125561	0.0000902	0.000280614	0.000071	0.002387785	0.0000332	0.000146606	0.000118121	0.0000258	0.0000834	0.000134081	0.0000839	0.0000517	0.0000529	0.000469096	0.000179958	0.001328198	0.000852697	0.000443584	0.00034739	0.0000233	0.00000738	0.000101973	0.0000609	0.000129638	0.000116214	0.000912089	0.0000474	0.000770693	0.000130767	0.000278203	0.0000315	0.000219993	0.0000364	0.000139022	0.0000577	0.0000795	0.000074	0.000183871	0.00022799	0.000285388	0.0000308	0.000354757	0.0000723	0.000289017	0.00010239	0.0001365	0.000072	0.000166778	0.000044	0.000166362	0.000137005	0.00004	0.000062	0.00014156	0.00014309	0.001241283	0.0000157
OTU_599	Glomeromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	0.000127116	0.000102338	0.000201845	0.000152653	0.000749979	0.000098	0.00097176	0.000524143	0.00225887	0.000135713	0.000174186	0.000115938	0.007046235	0.0000744	0.00023252	0.001185949	0.000496471	0.000307794	0.000460032	0.0000427	0.000102624	0.0000295	0.000206074	0.000238149	0.000187713	0.000056	0.0000862	0.0000794	0.0000938	0.000045	0.000243503	0.000367133	0.0004167	0.000120831	0.001047291	0.000228676	0.000594844	0.00056884	0.000285203	0.000151078	0.00030403	0.000173913	0.000732158	0.0000832	0.000139101	0.0000745	0.000351989	0.000352237	0.000293491	0.000115473	0.0000954	0.000133279	0.000165484	0.00021887	0.00034547	0.000200287	0.000251286	0.00044588	0.005895954	0.0000731	0.000156	0.000036	0.000277963	0.0000792	0.001093234	0.000456684	0.000123664	0.000062	0.000235933	0.00014309	0.000767338	0.000199136
OTU_612	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	viscosum	0.000453984	0.00045321	0.000605536	0.000346938	0.000814262	0.000356968	0.000176684	0.000109197	0.000135872	0.001017846	0.001515415	0.000298127	0.001110438	0.0000744	0.00023252	0.0000773	0.000474885	0.000142059	0.000438126	0.000123498	0.000146606	0.000103356	0.0000773	0.0000834	0.000241345	0.000153891	0.000137841	0.000304261	0.000150111	0.0000506	0.001173241	0.000307918	0.000510794	0.0000755	0.000837833	0.0000811	0.000560852	0.000406314	0.000129638	0.0000581	0.000138796	0.0000791	0.000115604	0.0000594	0.000173877	0.0000258	0.000044	0.000534428	0.0000772	0.000153965	0.000476804	0.000111066	0.000110323	0.00022799	0.000300409	0.0000924	0.000133034	0.0000482	0.000910405	0.000117017	0.000312	0.000134982	0.000778297	0.000131993	0.000245582	0.0000913	0.0000473	0.000356545	0.000188746	0.000782789	0.001241283	0.0000996
OTU_65	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus		0.000199753	0.000263154	0.00011534	0.001498772	0.000278563	0.000762931	0.000500604	0.001834502	0.000407616	0.000678564	0.000574813	0.00127532	0.000302847	0.000132843	0.000093	0.000180471	0.0003022	0.000142059	0.004271726	0.000118748	0.000395836	0.000147652	0.000309111	0.000416761	0.00034861	0.000825417	0.000103381	0.000185202	0.000206402	0.000354293	0.000819055	0.125263507	0.000336049	0.001253625	0.000302551	0.0000811	0.000373902	0.00028442	0.000259276	0.00040675	0.000277592	0.000158103	0.000449571	0.0000357	0.0000696	0.0000803	0.000109996	0.000522282	0.001266644	0.000307929	0.000111254	0.000251749	0.0000919	0.0013497	0.000195266	0.0006933	0.000532135	0.000349473	0.000130058	0.000628968	0.001930502	0.001385814	0.001139649	0.00019359	0.000110908	0.000182673	0.00008	0.000465059	0.00014156	0.000286181	0.000293394	0.000110049
OTU_651	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	sp.	0.000308709	0.000160816	0.001975202	0.000902039	0.000342847	0.000125989	0.000382815	0.000567822	0.001409671	0.0000679	0.000400627	0.00044719	0.000343226	0.000350706	0.001860162	0.000257815	0.001208798	0.000189412	0.000547657	0.000095	0.001070224	0.000221477	0.000154556	0.000297686	0.000160897	0.000279802	0.001309487	0.000198431	0.000619207	0.000123721	0.001018285	0.009971814	0.000873726	0.000226559	0.000209458	0.000649145	0.000237937	0.000832944	0.003785424	0.000615935	0.000231327	0.00056917	0.001374403	0.00022587	0.000191264	0.000131855	0.00029699	0.000983834	0.000308938	0.000115473	0.000556271	0.000162897	0.001728386	0.000437741	0.004280822	0.000123253	0.000177378	0.000180762	0.0000867	0.000468069	0.0001755	0.000116984	0.000444741	0.000149593	0.000451553	0.00027401	0.000218231	0.00071309	0.000660611	0.000917462	0.000970457	0.000146732
OTU_7184	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporales	Entrophospora	sp.	0.0000545	0.000321633	0.00017301	0.000235918	0.001564241	0.000461958	0.002826938	0.000567822	0.000747295	0.000814277	0.001637345	0.001325008	0.001494044	0.000154098	0.001464878	0.000631647	0.001230384	0.000071	0.001139127	0.000698241	0.000088	0.000103356	0.000747018	0.000452483	0.000375426	0.000447684	0.002205452	0.000410091	0.000825609	0.000461143	0.001195378	0.000852697	0.000134419	0.000876027	0.001163657	0.000191793	0.000373902	0.000121894	0.008011616	0.001336463	0.00029742	0.00055336	0.004906746	0.050725758	0.002069133	0.000131855	0.000329989	0.000728766	0.000231703	0.000384911	0.000301976	0.00011847	0.000698709	0.000164153	0.000255347	0.003528125	0.000310412	0.000361524	0.000578035	0.000731358	0.000936001	0.000881882	0.001167445	0.000290386	0.000380255	0.00027401	0.0000764	0.002728344	0.000259526	0.000168342	0.001263852	0.000424475
OTU_842	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	indicum	0.000508462	0.000307013	0.001513841	0.000860406	0.000492843	0.000104991	0.000147236	0.000240232	0.000407616	0.000203569	0.000644487	0.001026881	0.001231577	0.0000744	0.00034878	0.000128908	0.0003022	0.0000947	0.000372407	0.0000807	0.0000586	0.0000886	0.000206074	0.000130982	0.000335202	0.000377733	0.000327372	0.000132287	0.0008819	0.000101227	0.000332049	0.000296075	0.000134419	0.0000302	0.000279278	0.0000885	0.000339911	0.002661357	0.0000519	0.000197564	0.0000925	0.000332016	0.000706469	0.000249646	0.000208652	0.00011179	0.000066	0.00027936	0.000262597	0.001096998	0.000349656	0.000170301	0.000165484	0.000273588	0.000150204	0.000261913	0.0000296	0.0000362	0.000563584	0.000234034	0.000643501	0.000107986	0.000305759	0.0000264	0.000277269	0.00027401	0.0000837	0.000651082	0.000448272	0.000252512	0.000631926	0.0000314
OTU_91	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	morrowiae	0.000617418	0.000745603	0.015816032	0.000568978	0.002228508	0.000265976	0.002650255	0.00032759	0.006335026	0.001424985	0.009109911	0.000662504	0.005895417	0.000175353	0.003627316	0.000257815	0.010210029	0.000118382	0.059015532	0.0000997	0.000571764	0.0000591	0.003065351	0.000130982	0.001300582	0.000615565	0.016764878	0.000171974	0.007974631	0.0000562	0.000774782	0.0000711	0.0000807	0.0000906	0.000162912	0.0000443	0.000068	0.000121894	0.000181493	0.000360264	0.0000991	0.0000949	0.0000899	0.0000713	0.000208652	0.0000602	0.000088	0.0000729	0.00123575	0.000153965	0.000349656	0.000266558	0.0000919	0.000100316	0.000210286	0.0000616	0.000118252	0.0000603	0.005621387	0.0000878	0.003373503	0.000054	0.00022237	0.0000792	0.000293113	0.000593689	0.0000909	0.000372047	0.001981833	0.000134673	0.003678711	0.0000734
OTU_9641	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporales	Entrophospora	sp.	0.000726375	0.001111095	0.000792964	0.003094686	0.00083569	0.00044096	0.000441709	0.002162091	0.002106014	0.002578544	0.002752134	0.0021697	0.000423985	0.000717352	0.001046341	0.00034805	0.00600082	0.002320295	0.004644132	0.000954738	0.000659727	0.000221477	0.001597074	0.000785892	0.001072645	0.001692805	0.001499018	0.000396862	0.000581679	0.000337422	0.001261788	0.007295294	0.001182891	0.002522354	0.002909142	0.000575378	0.000322915	0.000223473	0.007415282	0.000371885	0.004375384	0.003383399	0.010417202	0.005195021	0.001703992	0.0000717	0.000088	0.001943375	0.002780438	0.001789838	0.000333762	0.000414646	0.000514838	0.000601893	0.000105143	0.001140093	0.002852835	0.008785038	0.020491329	0.008498376	0.001033501	0.000575923	0.001473204	0.000316784	0.000594149	0.002237749	0.000105478	0.002232281	0.000448272	0.000420854	0.001151008	0.000293464
OTU_10222	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	sp.	0.001761459	0.001520446	0.001557093	0.001498772	0.003449901	0.003716666	0.001354575	0.002773592	0.001579511	0.000882133	0.001410904	0.003428458	0.002947708	0.000637647	0.001139349	0.000902353	0.000777085	0.000165735	0.002431598	0.000408495	0.000864976	0.000546311	0.001159166	0.000452483	0.001367622	0.001021279	0.006823116	0.001534534	0.001970203	0.000708586	0.000974012	0.000438191	0.002755599	0.002054132	0.002397133	0.000501612	0.002515338	0.001198627	0.001400088	0.002998327	0.000951745	0.00229249	0.001849663	0.000475517	0.001443177	0.000292373	0.000417987	0.001178171	0.002255244	0.004330254	0.002320444	0.0037096	0.001581289	0.002079268	0.000555756	0.002388032	0.003074558	0.000241016	0.000910405	0.000526578	0.001755002	0.001619783	0.001417612	0.001143943	0.000459475	0.001598392	0.000174585	0.001782725	0.002359325	0.001060552	0.000406238	0.00012577
OTU_10949	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	elongata	0.00085349	0.001052616	0.001153403	0.001235099	0.001028542	0.000342969	0.001089549	0.000917251	0.001171895	0.000610708	0.000783836	0.000910943	0.000726832	0.000170039	0.000837073	0.000425395	0.000885013	0.000307794	0.001664878	0.000270747	0.000366515	0.0000886	0.000643981	0.000523928	0.000630179	0.000727486	0.000568593	0.00042332	0.000412804	0.000281185	0.001018285	0.000603993	0.001317311	0.0007703	0.002583318	0.000184416	0.000679821	0.000548524	0.000518551	0.000348643	0.000244546	0.00055336	0.000860607	0.001129352	0.000347754	0.0000917	0.000142995	0.000704473	0.000818685	0.000962279	0.00046091	0.000621969	0.000661935	0.000611013	0.000405552	0.001047653	0.000369538	0.000132559	0.000708092	0.000863002	0.001345501	0.000755899	0.000889482	0.000422379	0.000245582	0.000456684	0.0000946	0.000728592	0.001297629	0.00040402	0.00074477	0.000309185
OTU_11	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	sp.	0.000635578	0.000277774	0.000273933	0.000235918	0.000407131	0.000195982	0.000353367	0.00030575	0.000220792	0.000339282	0.00036579	0.000165626	0.000403796	0.0000319	0.00034878	0.00016758	0.000107928	0.000118382	0.000240969	0.0000522	0.000278552	0.000103356	0.000489426	0.000178612	0.000160897	0.000125911	0.0000517	0.000171974	0.000262694	0.000101227	0.000177093	0.000189488	0.000201629	0.000135935	0.000186185	0.0000516	0.000407893	0.000304736	0.000440768	0.0003254	0.000105749	0.000221344	0.000154139	0.000154543	0.000156489	0.0000573	0.000142995	0.000485844	0.000216256	0.000211701	0.000127148	0.000140683	0.000294193	0.000237109	0.000150204	0.000400573	0.000103471	0.0000844	0.00017341	0.000117017	0.000546001	0.000125983	0.000389148	0.000272786	0.0000951	0.000502352	0.0000291	0.000418553	0.000731391	0.000185176	0.000406238	0.0000681
OTU_11100	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	sp.	0.016234474	0.01105247	0.012946943	0.011865277	0.007049799	0.00677539	0.005860008	0.005525345	0.007761681	0.010517744	0.009440864	0.013332892	0.007631738	0.002571842	0.008882275	0.005813729	0.007425475	0.001041765	0.004907008	0.001771727	0.004090309	0.001240273	0.006774684	0.002512473	0.009224746	0.007232894	0.118129501	0.025465321	0.005347694	0.003126775	0.005179971	0.004168739	0.006909159	0.005422305	0.007843046	0.001888421	0.005098659	0.005850923	0.007518992	0.004404518	0.002637127	0.007162055	0.005561835	0.002472688	0.006311726	0.00102904	0.002430922	0.005392865	0.006317773	0.008468052	0.009281775	0.011691533	0.007575479	0.004614515	0.005812906	0.007795769	0.009593212	0.001675062	0.002904624	0.00318872	0.006181506	0.004355416	0.005865021	0.002912656	0.003255936	0.010092707	0.000854738	0.012835617	0.012575203	0.005269094	0.003746417	0.001409676
OTU_118	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	alpina	0.005847316	0.003830353	0.001888697	0.001151834	0.000771407	0.000314972	0.000736182	0.001026447	0.001443639	0.00169641	0.001898624	0.003527833	0.000605694	0.000201921	0.001418374	0.006135997	0.003388952	0.000213088	0.000985783	0.000332496	0.000307873	0.000310068	0.002292574	0.000416761	0.003794481	0.002378321	0.000654743	0.001481619	0.000544151	0.00036554	0.002678532	0.001977783	0.001290427	0.001132794	0.001698939	0.000287689	0.000662826	0.000446946	0.000337058	0.000976199	0.001857225	0.004996047	0.001567076	0.000748939	0.00119975	0.000197782	0.000285991	0.000850227	0.001899966	0.003040801	0.001652919	0.005323757	0.000551613	0.000191511	0.000720981	0.001972052	0.000753858	0.000204864	0.000621387	0.001199427	0.000760501	0.000305959	0.001639982	0.000589571	0.001029858	0.001278714	0.000145487	0.001720717	0.000519052	0.000496608	0.001151008	0.000178175
OTU_1194	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	elongata	0.000254231	0.000277774	0.000403691	0.000402448	0.000192852	0.000146987	0.000235578	0.000349429	0.000288728	0.000339282	0.00024386	0.000414065	0.000222088	0.0000478	0.00011626	0.000128908	0.000237443	0.000118382	0.000372407	0.0000997	0.0000586	0.0000295	0.000180315	0.000130982	0.000227937	0.000139901	0.000206761	0.0000794	0.000131347	0.0000619	0.000287776	0.000165802	0.000376374	0.000166143	0.000139639	0.0000295	0.000118969	0.000121894	0.000129638	0.000232428	0.000132187	0.000173913	0.000218363	0.000249646	0.0000348	0.0000172	0.000033	0.000133607	0.000200809	0.00034642	0.000158935	0.000207323	0.000239032	0.000155033	0.0000901	0.000446793	0.00019216	0.0000482	0.000289017	0.000248662	0.00039	0.000116984	0.000389148	0.000114394	0.000102986	0.000228342	0.00004	0.000124016	0.000448272	0.000109422	0.000248257	0.0000629
OTU_127	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	sp.	0.029853999	0.019604977	0.014475202	0.01386364	0.022713637	0.015531602	0.019582438	0.025268077	0.019548566	0.018321232	0.013847762	0.0146579	0.03365637	0.006615584	0.018834143	0.010634869	0.010317957	0.004356473	0.008105325	0.006488417	0.011244686	0.007914126	0.017825404	0.007966088	0.020165724	0.012157417	0.089458631	0.022885717	0.017337787	0.008615502	0.011466773	0.008941472	0.020512407	0.023516796	0.018129771	0.003430139	0.02019069	0.016313512	0.018486349	0.014166512	0.006173125	0.015857708	0.008002363	0.004208324	0.017248574	0.005578025	0.004949842	0.01510974	0.014813556	0.021747498	0.013000842	0.013668505	0.031938366	0.021540482	0.01052932	0.013727333	0.015003252	0.003711648	0.01099711	0.008337478	0.018096018	0.00746	0.020902824	0.007083649	0.005323573	0.019409051	0.001764034	0.020617598	0.047186505	0.018105146	0.012232278	0.002751226
OTU_13032	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	elongata	0.04501707	0.047455447	0.063365052	0.052151709	0.038398903	0.019598236	0.060337466	0.052436175	0.046417229	0.028160413	0.051437032	0.035427398	0.034827377	0.006849388	0.044341619	0.021824041	0.034882466	0.015579127	0.060001314	0.01333308	0.014059522	0.00277585	0.042219417	0.022171682	0.027955807	0.028539851	0.027929977	0.023044462	0.017168912	0.011843504	0.040244388	0.029856226	0.05883539	0.030600532	0.055506423	0.007502047	0.02323289	0.026430734	0.030542664	0.023277705	0.011282146	0.024964427	0.042786312	0.051403369	0.017909306	0.002310323	0.007017775	0.032672991	0.034060366	0.047074673	0.019835026	0.02989893	0.030154819	0.026483302	0.01721341	0.053769239	0.02203926	0.008724784	0.046864162	0.042389492	0.043933544	0.032782607	0.037525017	0.023565231	0.017412521	0.034433941	0.004975667	0.025221678	0.053886988	0.016808915	0.045611501	0.015050518
OTU_13149	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	hyalina	0.000653737	0.000292393	0.000389273	0.004496316	0.000899974	0.001651851	0.000765629	0.001812662	0.00033968	0.001153559	0.000557394	0.000645941	0.000302847	0.009612523	0.000999837	0.000528521	0.000172685	0.000165735	0.00135819	0.000674491	0.000439818	0.000782553	0.000953092	0.003143568	0.00041565	0.000377733	0.001257797	0.002658976	0.000281458	0.001439666	0.000841192	0.000805325	0.000578004	0.000619261	0.00111711	0.006823396	0.000441884	0.006236922	0.000362986	0.006275567	0.000515529	0.001628458	0.000706469	0.004683841	0.001982195	0.000728067	0.000329989	0.007457701	0.000370725	0.001020015	0.000445017	0.002406427	0.000349355	0.001586809	0.000540735	0.003605158	0.000443446	0.038008243	0.000289017	0.002735278	0.014488514	0.00627216	0.001167445	0.002455078	0.000253503	0.000411015	0.000225505	0.000682086	0.000519052	0.002314698	0.000970457	0.001807949
OTU_135	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella	sp.	0.001035084	0.000497069	0.000706459	0.000624488	0.000792834	0.000475957	0.001972967	0.003275896	0.001579511	0.000678564	0.000557394	0.000728754	0.001009489	0.000441039	0.000883577	0.000966806	0.001856369	0.000189412	0.000679095	0.000536743	0.000850315	0.000206712	0.004044203	0.000738262	0.000576547	0.000657536	0.000654743	0.000396862	0.000750554	0.000551122	0.002014433	0.001196144	0.001572707	0.001555703	0.002885869	0.000213923	0.003059195	0.000731365	0.001426016	0.001011064	0.000376732	0.000616601	0.001181729	0.000309086	0.001617054	0.000312438	0.000560982	0.008988109	0.001173963	0.00134719	0.000397336	0.001155085	0.000514838	0.000839003	0.001727349	0.001895019	0.00057648	0.000241016	0.001242775	0.000555832	0.001033501	0.000386948	0.015176785	0.001020749	0.000705057	0.001507056	0.000192771	0.000883611	0.000637018	0.000235678	0.004265499	0.000586928
